Name,PrivacyPolicyURL
sambatv,https://www.samba.tv/users/privacy-policy
sbfe,https://www.sbfe.org/legal/privacy-policy
scalablecommerce,https://www.kidslivesafe.com/help-center/privacy
scanbuy,https://www.scanbuy.com/rights/data
schmerms,https://www.date-detective.app/agreements/privacy-policy
scileadsltd,https://scileads.com/privacy-policy/
seamlesscontacts,https://www.seamless.ai/policies/privacy-policy
searchbug,https://www.searchbug.com/privacy.aspx
semasio,https://www.semasio.com/legal/privacy-policies
semasiogmbh,https://www.semasio.com/legal/semasio-privacy-policy
semcasting,https://www.semcasting.com/privacy_policy?hslang=en
semcastingcom,https://www.semcasting.com/privacy_policy
sentilinkcorp,https://www.sentilink.com/privacy-policy/
service1stinformationsolutions,https://www.srv1st.com/privacy-policy
sharelocalmedia,https://sharelocalmedia.com/privacy-policy
sharethrough,https://privacy-center.sharethrough.com
sheerid,https://www.sheerid.com/global-privacy-policy/
similarwebltd,https://www.similarweb.com/corp/legal/privacy-policy/
simiocloud,https://www.simiocloud.com/simiocloud-products-services-privacy-policy/
skipsmasher,https://www.skipsmasher.com/privacy.aspx
slashdotmedia,https://www.slashdotmedia.com/privacy-statement/
snovio,https://www.snov.io/privacy-policy
socialcatfish,https://www.socialcatfish.com/privacy-lock?action=1
sourcepathdigital,https://www.sourcepathdigital.com/privacy-policy/
sourceittechnologies,https://www.sourceitmarketing.com/privacy-policy/
sourcescrub,https://www.sourcescrub.com/legal/privacy-policy
sovrn,https://www.sovrn.com/privacy-policy/privacy-policy/
specialistsmarketingservices,https://sms-inc.com/privacy-notice/
speedeondata,https://speedeondata.com/privacy-policy/
spokeo,https://www.spokeo.com/privacy-policy
spydialerlabs,https://www.spydialer.com/privacy.aspx
spycloud,https://www.spycloud.com/legal/privacy-policy/
stackadapt,https://www.stackadapt.com/legal-document-centre/platform-and-services-privacy-policy
startio,https://www.start.io/policy/privacy-policy/
statarasolutions,https://statara.com/privacy-policy/
statsocial,https://www.statsocial.com/privacy-policy
stefancertic,https://www.flashintel.ai/privacy-statement-us
steppingblocks,https://www.steppingblocks.com/privacy-policy
sterlingdatacompany,https://www.sterling.ai/privacy-policy/
stirista,https://www.stirista.com/privacy-policy/
stratacompany,https://www.gostrata.com/privacy-policy
stratmish,https://www.spoker.com/privacypolicy.aspx
structure,https://structure.ac/privacy-policy/
stuartmcnair,https://www.fusable.com/legal/website-terms-and-privacy-notice
subdirect,https://www.360mediadirect.com/privacy-policy
summitresources,https://clientcommand.com/client-command-privacy-notice/
swarmholdings,https://www.theswarm.com/privacy
swoopcom,https://www.swoop.com/privacy_notice
swordfishai,https://www.swordfish.ai/policy-ccpa
taboola,https://www.taboola.com/privacy-policy
tagis,https://www.amplemarket.com/legal/privacy
talx,https://www.equifax.com/privacy
tapad,https://www.tapad.com/privacy
targetsmartcommunications,https://targetsmart.com/privacy-policy/
taxcreditco,https://www.experianverify.com/privacy
techtarget,https://www.techtarget.com/privacy-policy/
telesign,https://www.telesign.com/privacy-notice
teletrack,https://www.corelogic.com/legal/privacy-policy
terminussoftware,https://terminus.com/privacy-policy/
thealescogroup,https://www.alescodata.com/privacy-policy/
thebridgecorp,https://www.thebridgecorp.com/privacy-policy/
thedatagroup,https://www.thedatagroup.com/california-consumer-privacy-act/
theleadcompany,https://www.lead.co/privacy/
thenielsencompany,https://www.nielsen.com/legal/privacy-principles/
theopendatapeople,https://www.openpeoplesearch.com/privacy
thepeoplesearchers,https://www.peoplesearcher.com/optout/name/landing
throtle,https://www.throtle.io/website-privacy-policy
tinuiti,https://tinuiti.com/privacy-policy/
tl1mktslsl,https://www.tl1mkt.com/privacy.html
tmobileusa,https://www.t-mobile.com/privacy-center/our-practices/privacy-policy
towerdata,https://www.towerdata.com/privacy-policy/
traackr,https://www.traackr.com/privacy-policy
trestlesolutions,https://trestleiq.com/privacy-policy/
triplelift,https://www.triplelift.com/user-rights-policy-and-opt-out/
trueblueanalytics,https://www.trueblueanalytics.org/privacy-policy
trueopulence,https://trueopulence.com/en/privacy-policy
truedatasolutions,https://www.truedata.co/privacy-policy/
truthnow,https://www.checksecrets.com/privacy.
truthfinder,https://www.truthfinder.com/privacy-policy/
tsgholdco,https://www.finthrive.com/privacy-policy
tunnl,https://www.tunnldata.com/privacy-policy
unacast,https://www.unacast.com/privacy-policy
unearthcampaigns,https://www.unearthcampaigns.com/privacy-policy
unitedoneresources,https://www.unitedone.com/privacy-policy/
unitytechnologiessf,https://www.unity.com/legal/privacy-policy
unmask,https://www.unmask.com/privacy-policy/
uplead,https://www.uplead.com/privacy/
upscapital,https://www.upscapital.com/privacy-notice/
usdata,https://www.usdatacorporation.com/privacy-policy/
usmarketinggroup,https://usmarketinggrp.com/privacy-policy/
usadata,https://www.usadata.com/privacy-policy
uspeoplesearchcom,https://www.uspeoplesearch.com/purge-my-data/
v12,https://www.v12data.com/privacy-policy/
v12privacy,https://porchgroupmedia.com/privacy-policy/
valassisdirectmail,https://www.valassis.com/privacy-policy
veevasystems,https://www.veeva.com/privacy/
vendelux,https://www.vendelux.com/privacy/
venntel,https://www.venntel.com/privacy-policy?hslang=en
venpath,https://www.venpath.net/legal/privacy-notice
ventiveiq,https://ventiveiq.com/privacy-policy/
veraset,https://www.veraset.com/privacy-policy
versiumanalytics,https://versium.com/privacy-policy
vertify,https://www.vertify.com/privacy-policy/
vianttechnology,https://www.viantinc.com/privacy-center/
viantus,https://s42464.pcdn.co/wp-content/uploads/2025/02/viant-website-privacy-policy-2.12.2025-final.docx-google-docs.pdf
videoamp,https://videoamp.com/privacy-policy/
virtualmarketing,https://www.fusion92.com/privacy-policy
visitiqio,https://visitiq.io/wp-content/uploads/2025/02/visitiq-privacy-policy-2025.pdf
vistarmedia,https://www.vistarmedia.com/privacy
visualvisitorllc,https://www.visualvisitor.com/legal-agreements/
vrtcalmarkets,https://www.vrtcal.com/docs/privacypolicy-corporate.pdf
warmly,https://www.warmly.ai/p/privacy-policy
weinform,https://www.weinform.org/privacy.
wealthengine,https://wealthengine.com/privacy-policy
wealthfeed,https://www.wealthfeed.com/privacy-policy/
wealthx,https://wealthx.com/privacy-policy
webbula,https://webbula.com/privacy-policy/
westpublishing,https://www.thomsonreuters.com/en/privacy-statement
whitepages,https://www.whitepages.com/privacy
wiland,https://wiland.com/privacy-policies/
windfalldata,https://www.windfall.com/privacy
winrdatabv,https://www.winrdata.com/privacy-policy/
wisdommediagroup,https://www.wisdommediagroupllc.com/privacy.php
wiza,https://www.wiza.co/privacy
wunderkind,https://www.wunderkind.co/privacy/
xactus,https://xactus.com/privacy-policy/
xad,https://www.groundtruth.com/privacy-policy/
xcelerateddata,https://www.xcelerated.com/general-5
xome,https://www.xome.com/pages/privacy-policy
youvisit,https://eab.com/privacy-policy/
zenleads,https://www.apollo.io/privacy-policy
zetaglobalcorp,https://zetaglobal.com/privacy-policy/
zipstorm,https://www.seekout.com/privacy
zoominfotechnologies,https://www.zoominfo.com/legal/privacy-policy
zsassociates,https://www.zs.com/privacy-policy-highlights
