Name,PrivacyPolicyURL,Name_Clean,PrivacyPolicyURL_Clean
ACXIOM,https://www.acxiom.com/privacy/,acxiom,https://www.acxiom.com/privacy/
GUNDERSON DIRECT,https://gundir.com/privacy-policy/,gundersondirect,https://gundir.com/privacy-policy/
PARTNERS CREDIT AND VERIFICATION SOLUTIONS,https://www.partnerscredit.com/privacy-policy.html,partnerscreditandverificationsolutions,https://www.partnerscredit.com/privacy-policy.html
FOURTHWALL MEDIA,https://www.fourthwall.tv/privacy-fourthwall,fourthwallmedia,https://www.fourthwall.tv/privacy-fourthwall
FOO MONK,https://instantly.ai/privacy,foomonk,https://instantly.ai/privacy
BROOKS INTEGRATED MARKETING,https://www.brooksim.com/privacy-policy,brooksintegratedmarketing,https://www.brooksim.com/privacy-policy
SPYCLOUD,https://www.spycloud.com/legal/privacy-policy/,spycloud,https://www.spycloud.com/legal/privacy-policy/
CLARITAS,https://www.claritas.com/privacy-legal/,claritas,https://www.claritas.com/privacy-legal/
UPLEAD,https://www.uplead.com/privacy/,uplead,https://www.uplead.com/privacy/
RESEARCHUSA,https://researchusallc.com/privacy-policy/,researchusa,https://researchusallc.com/privacy-policy/
ALL GOOD MEDIA,https://www.attribits.com/privacy-policy,allgoodmedia,https://www.attribits.com/privacy-policy
FREE DATA SERVICES,https://www.truepeoplesearch.com/privacy,freedataservices,https://www.truepeoplesearch.com/privacy
01ADVERTISING,https://www.01advertising.com/legal/privacy/,01advertising,https://www.01advertising.com/legal/privacy/
XCELERATED DATA,https://www.xcelerated.com/general-5,xcelerateddata,https://www.xcelerated.com/general-5
HEALTHLINK DIMENSIONS,https://www.healthlinkdimensions.com/privacy-policy?hsLang=en,healthlinkdimensions,https://www.healthlinkdimensions.com/privacy-policy?hslang=en
OPENX TECHNOLOGIES,https://www.openx.com/privacy-center/privacy-policy/,openxtechnologies,https://www.openx.com/privacy-center/privacy-policy/
ISPOTTV,https://www.ispot.tv/privacy,ispottv,https://www.ispot.tv/privacy
CIVITECH,https://www.civitech.io/privacy-policy/,civitech,https://www.civitech.io/privacy-policy/
FIRST MOVERS ADVANTAGE,https://www.fmadata.com/privacy-policy,firstmoversadvantage,https://www.fmadata.com/privacy-policy
OUTBRAIN,https://www.my.outbrain.com/recommendations-settings/home,outbrain,https://www.my.outbrain.com/recommendations-settings/home
RP ONSITE,https://www.realpage.com/legal/privacy-policy/,rponsite,https://www.realpage.com/legal/privacy-policy/
PIPL,http://pipl.com/resources/privacy-documents/privacy-policy,pipl,http://pipl.com/resources/privacy-documents/privacy-policy
CRISIL IRVENA US,https://www.crisil.com/content/crisilcom/en/home/crisil-privacy-notice.html,crisilirvenaus,https://www.crisil.com/content/crisilcom/en/home/crisil-privacy-notice.html
MELTWATER NEWS US,https://www.meltwater.com/en/privacy,meltwaternewsus,https://www.meltwater.com/en/privacy
LEADPOST,https://leadpost.com/privacy-policy/,leadpost,https://leadpost.com/privacy-policy/
TRAACKR,https://www.traackr.com/privacy-policy,traackr,https://www.traackr.com/privacy-policy
PEOPLECONNECT,https://www.peopleconnect.us/privacy-policy/,peopleconnect,https://www.peopleconnect.us/privacy-policy/
PRIVATE RECORDS,https://www.privaterecords.net/optOut/name/landing,privaterecords,https://www.privaterecords.net/optout/name/landing
APIHUB,https://www.clearbit.com/privacy-policy,apihub,https://www.clearbit.com/privacy-policy
HEALTHWISE DATA,https://www.healthwisedata.com/privacy,healthwisedata,https://www.healthwisedata.com/privacy
EKATA,https://www.ekata.com/privacy-policy/,ekata,https://www.ekata.com/privacy-policy/
ZS ASSOCIATES,https://www.zs.com/privacy-policy-highlights,zsassociates,https://www.zs.com/privacy-policy-highlights
SPECIALISTS MARKETING SERVICES,https://sms-inc.com/privacy-notice/,specialistsmarketingservices,https://sms-inc.com/privacy-notice/
CENGAGE LEARNING,https://www.cengagegroup.com/privacy/,cengagelearning,https://www.cengagegroup.com/privacy/
NEXTROLL,https://www.nextroll.com/privacy,nextroll,https://www.nextroll.com/privacy
PROPERTYRADAR,https://www.propertyradar.com/privacy-policy?hsLang=en,propertyradar,https://www.propertyradar.com/privacy-policy?hslang=en
INNOVIS DATA SOLUTIONS,https://www.innovis.com/home/privacy,innovisdatasolutions,https://www.innovis.com/home/privacy
REALSOURCE,https://www.realsourcedata.com/privacy-policy,realsource,https://www.realsourcedata.com/privacy-policy
KARGO GLOBAL,https://www.kargo.com/privacy,kargoglobal,https://www.kargo.com/privacy
THE OPEN DATA PEOPLE,https://www.openpeoplesearch.com/Privacy,theopendatapeople,https://www.openpeoplesearch.com/privacy
LIGHTHOUSE LIST,https://www.lighthouselist.com/privacy-policy,lighthouselist,https://www.lighthouselist.com/privacy-policy
RELPRO,https://www.relpro.com/privacy-policy,relpro,https://www.relpro.com/privacy-policy
REKLAIM LTD,https://www.reklaimyours.com/privacy-policy,reklaimltd,https://www.reklaimyours.com/privacy-policy
CYBBA,https://www.cybba.com/privacy-policy/,cybba,https://www.cybba.com/privacy-policy/
COGNISM,https://www.cognism.com/privacy-policy,cognism,https://www.cognism.com/privacy-policy
TABOOLA,https://www.taboola.com/privacy-policy,taboola,https://www.taboola.com/privacy-policy
VENTIVEIQ,https://ventiveiq.com/privacy-policy/,ventiveiq,https://ventiveiq.com/privacy-policy/
DSPOLITICAL,https://www.winwithoptimal.com/privacy-policy/,dspolitical,https://www.winwithoptimal.com/privacy-policy/
MERKLE,https://merkleinc.com/en/privacy-policy.html,merkle,https://merkleinc.com/en/privacy-policy.html
ONLINE ADVERTISING NETWORK SP Z OO,https://oan.pl/privacy-policy/,onlineadvertisingnetworkspzoo,https://oan.pl/privacy-policy/
XACTUS,https://xactus.com/privacy-policy/,xactus,https://xactus.com/privacy-policy/
VISUAL VISITOR LLC,https://www.visualvisitor.com/legal-agreements/,visualvisitorllc,https://www.visualvisitor.com/legal-agreements/
UNITY TECHNOLOGIES SF,https://www.unity.com/legal/privacy-policy,unitytechnologiessf,https://www.unity.com/legal/privacy-policy
CREDIT BUREAU OF COUNCIL BLUFFS,https://www.creditinfosystems.com/privacy-policy/,creditbureauofcouncilbluffs,https://www.creditinfosystems.com/privacy-policy/
CRAWLBEE CORP,https://www.crawlbee.com/optout,crawlbeecorp,https://www.crawlbee.com/optout
RPMDIRECT,https://www.exlservice.com/privacy-policy,rpmdirect,https://www.exlservice.com/privacy-policy
ADEPT ID,https://www.adept-id.com/privacy-policy/,adeptid,https://www.adept-id.com/privacy-policy/
DELUXE,https://www.deluxe.com/policy/privacy/,deluxe,https://www.deluxe.com/policy/privacy/
SEMCASTINGCOM,https://www.semcasting.com/privacy_policy,semcastingcom,https://www.semcasting.com/privacy_policy
ACTIVIMPACT,https://www.activimpact.ai/privacy-policy?hsLang=en,activimpact,https://www.activimpact.ai/privacy-policy?hslang=en
AFFINITY ANSWERS,https://www.affinityanswers.com/privacy-policy-update/,affinityanswers,https://www.affinityanswers.com/privacy-policy-update/
PREQIN LIMITED,https://www.preqin.com/policies/privacy-policy,preqinlimited,https://www.preqin.com/policies/privacy-policy
DEEPTRACE,https://coresignal.com/privacy-policy/,deeptrace,https://coresignal.com/privacy-policy/
OPEN DEALER EXCHANGE,https://www.700credit.com/privacy-policy/,opendealerexchange,https://www.700credit.com/privacy-policy/
MELISSA DATA,https://www.melissa.com/privacy-policy,melissadata,https://www.melissa.com/privacy-policy
GALE,https://www.cengage.com/privacy,gale,https://www.cengage.com/privacy
INSTANT CHECKMATE,https://www.instantcheckmate.com/privacy-policy/,instantcheckmate,https://www.instantcheckmate.com/privacy-policy/
TRIPLELIFT,https://www.triplelift.com/user-rights-policy-and-opt-out/,triplelift,https://www.triplelift.com/user-rights-policy-and-opt-out/
HUNTER WEB SERVICES,https://hunter.io/privacy-policy,hunterwebservices,https://hunter.io/privacy-policy
DATABASEUSACOM,https://www.databaseusa.com/index.php/privacy-policy/,databaseusacom,https://www.databaseusa.com/index.php/privacy-policy/
COMMERCIAL REAL ESTATE EXCHANGE,https://www.crexi.com/privacy,commercialrealestateexchange,https://www.crexi.com/privacy
ON HOLDAMERICA,https://www.kycdata.com/privacy-policy-2/,onholdamerica,https://www.kycdata.com/privacy-policy-2/
INFOGROUP,https://www.data-axle.com/privacy-policy/,infogroup,https://www.data-axle.com/privacy-policy/
CITYDATA,https://www.citydata.ai/privacy/do_not_sell_personal_information/,citydata,https://www.citydata.ai/privacy/do_not_sell_personal_information/
LEAD ME MEDIA,https://policy.leadmemedia.com/PoliciesTermsConditions/privacypolicy.html,leadmemedia,https://policy.leadmemedia.com/policiestermsconditions/privacypolicy.html
DEMAND SCIENCE US,https://demandscience.com/privacy-policy/,demandscienceus,https://demandscience.com/privacy-policy/
AUDIENCE ACUITY,https://www.audienceacuity.com/privacy-policy/,audienceacuity,https://www.audienceacuity.com/privacy-policy/
MOGEAN,https://www.mogean.com/privacy-policy,mogean,https://www.mogean.com/privacy-policy
FIDEO INTELLIGENCE,https://www.fideo.ai/privacy/privacy-policy/,fideointelligence,https://www.fideo.ai/privacy/privacy-policy/
INCHECK,https://www.inchecksolutions.com/privacy-policy/,incheck,https://www.inchecksolutions.com/privacy-policy/
ADADAPTED,https://www.adadapted.com/legal/privacy-policy,adadapted,https://www.adadapted.com/legal/privacy-policy
MALVERN MEDIA,https://www.malvernmedia.com/privacy-policy,malvernmedia,https://www.malvernmedia.com/privacy-policy
KLARIFI,https://klarifi.io/privacy-policy,klarifi,https://klarifi.io/privacy-policy
GUIDESTAR DIRECT CORP,https://www.carneydirect.com/privacy-policy/,guidestardirectcorp,https://www.carneydirect.com/privacy-policy/
MCH STRATEGIC DATA,https://www.mchdata.com/about/privacy-policy,mchstrategicdata,https://www.mchdata.com/about/privacy-policy
VISITIQIO,https://visitiq.io/wp-content/uploads/2025/02/VisitIQ-Privacy-Policy-2025.pdf,visitiqio,https://visitiq.io/wp-content/uploads/2025/02/visitiq-privacy-policy-2025.pdf
DUSTIN BLACKMAN,https://www.leadquotesmedia.com/privacy-policy/,dustinblackman,https://www.leadquotesmedia.com/privacy-policy/
SNOVIO,https://www.snov.io/privacy-policy,snovio,https://www.snov.io/privacy-policy
TELESIGN,https://www.telesign.com/privacy-notice,telesign,https://www.telesign.com/privacy-notice
MEDPRO SYSTEMS,https://www.medprosystems.com/privacy-policy/,medprosystems,https://www.medprosystems.com/privacy-policy/
BV INSIGHTS,https://big-village.com/privacy-policy/,bvinsights,https://big-village.com/privacy-policy/
DIGITAL SAFETY PRODUCTS,https://www.spyfly.com/help-center/privacy,digitalsafetyproducts,https://www.spyfly.com/help-center/privacy
INTEGRATED DIRECT MARKETING,https://www.idm.us.com/do-not-sell-my-personal-information/,integrateddirectmarketing,https://www.idm.us.com/do-not-sell-my-personal-information/
UNEARTH CAMPAIGNS,https://www.unearthcampaigns.com/privacy-policy,unearthcampaigns,https://www.unearthcampaigns.com/privacy-policy
NATIVO,https://www.nativo.com/privacy-policy,nativo,https://www.nativo.com/privacy-policy
OWNERIQ,https://www.owneriq.com/privacy-notice.html,owneriq,https://www.owneriq.com/privacy-notice.html
NEW GOLD VENTURES,https://www.thinkdatagroup.com/privacy-policy,newgoldventures,https://www.thinkdatagroup.com/privacy-policy
5X5 US,https://www.join5x5.com/privacy-policy,5x5us,https://www.join5x5.com/privacy-policy
ANTERIAD,https://anteriad.com/privacy-policy,anteriad,https://anteriad.com/privacy-policy
LUNDQUIST CONSULTING,https://g2risksolutions.com/privacy-notice/,lundquistconsulting,https://g2risksolutions.com/privacy-notice/
QUALFON,https://www.qualfon.com/privacy-policy/,qualfon,https://www.qualfon.com/privacy-policy/
PROPERTY REACH LP,https://www.propertyreach.com/privacy,propertyreachlp,https://www.propertyreach.com/privacy
AD DIRECT,https://www.addirectinc.com/privacy.html,addirect,https://www.addirectinc.com/privacy.html
APPSCIENCE,https://appsci.io/privacy-policy,appscience,https://appsci.io/privacy-policy
WEALTHENGINE,https://wealthengine.com/privacy-policy,wealthengine,https://wealthengine.com/privacy-policy
USPEOPLESEARCHCOM,https://www.uspeoplesearch.com/purge-my-data/,uspeoplesearchcom,https://www.uspeoplesearch.com/purge-my-data/
4C INSIGHTS,https://www.mediaocean.com/privacy-policy,4cinsights,https://www.mediaocean.com/privacy-policy
POSSIBLENOW DATA SERVICES,https://www.possiblenow.com/privacy-statement,possiblenowdataservices,https://www.possiblenow.com/privacy-statement
MARKETOPS,https://marketops.com/privacy-policy/,marketops,https://marketops.com/privacy-policy/
JMR MEDIA CONSULTING,https://www.jmr-media.com/privacy,jmrmediaconsulting,https://www.jmr-media.com/privacy
INFINITE MEDIA CONCEPTS,https://www.mailinglists.com/about/privacy-policy/,infinitemediaconcepts,https://www.mailinglists.com/about/privacy-policy/
PEOPLEFINDERSDAAS,https://www.peoplefindersdaas.com/privacy-policy,peoplefindersdaas,https://www.peoplefindersdaas.com/privacy-policy
INFOCORE,https://infocore.com/privacy/,infocore,https://infocore.com/privacy/
PLEXUSS,https://www.plexuss.com/privacy-policy,plexuss,https://www.plexuss.com/privacy-policy
FINTHRIVE HEALTHCARE,https://www.finthrive.com/privacy-policy-overview?hsLang=en,finthrivehealthcare,https://www.finthrive.com/privacy-policy-overview?hslang=en
AFFINITY SOLUTIONS,https://www.affinity.solutions/data-privacy-notice/,affinitysolutions,https://www.affinity.solutions/data-privacy-notice/
RUNTIME COLLECTIVE,https://www.brandwatch.com/legal/user-privacy-policy/,runtimecollective,https://www.brandwatch.com/legal/user-privacy-policy/
HELIX CAMPAIGNS,https://helixcampaigns.com/privacy/,helixcampaigns,https://helixcampaigns.com/privacy/
ARITY 875,https://arity.com/privacy/,arity875,https://arity.com/privacy/
FIRST ORION CORP,https://www.firstorion.com/first-orion-global-privacy-and-compliance-dashboard/,firstorioncorp,https://www.firstorion.com/first-orion-global-privacy-and-compliance-dashboard/
ALTAIR DATA RESOURCES,https://www.altairdata.com/altair-privacy-policy/,altairdataresources,https://www.altairdata.com/altair-privacy-policy/
DATALINE,https://www.datalinedata.com/privacyportal/,dataline,https://www.datalinedata.com/privacyportal/
FRAISER,https://www.fraiser.org/privacy-policy,fraiser,https://www.fraiser.org/privacy-policy
VISTAR MEDIA,https://www.vistarmedia.com/privacy,vistarmedia,https://www.vistarmedia.com/privacy
DEMYST DATA LTD,https://www.demyst.com/privacy-policy,demystdataltd,https://www.demyst.com/privacy-policy
STACKADAPT,https://www.stackadapt.com/legal-document-centre/platform-and-services-privacy-policy,stackadapt,https://www.stackadapt.com/legal-document-centre/platform-and-services-privacy-policy
UNACAST,https://www.unacast.com/privacy-policy,unacast,https://www.unacast.com/privacy-policy
EFFYIS,https://www.socialgist.com/privacy-and-terms,effyis,https://www.socialgist.com/privacy-and-terms
TL1MKT SL SL,https://www.tl1mkt.com/privacy.html,tl1mktslsl,https://www.tl1mkt.com/privacy.html
MULTIMEDIA LISTS,https://www.multimedialists.com/privacy-policy,multimedialists,https://www.multimedialists.com/privacy-policy
WE INFORM,https://www.weinform.org/privacy.,weinform,https://www.weinform.org/privacy.
TRUEDATA SOLUTIONS,https://www.truedata.co/privacy-policy/,truedatasolutions,https://www.truedata.co/privacy-policy/
BB DIRECT,https://www.bbdirect.com/privacy.html,bbdirect,https://www.bbdirect.com/privacy.html
MODFX LABS PVT LTD,https://www.modfxlabs.com/privacy,modfxlabspvtltd,https://www.modfxlabs.com/privacy
DEEP ROOT ANALYTICS,https://www.deeprootanalytics.com/privacy-policy,deeprootanalytics,https://www.deeprootanalytics.com/privacy-policy
MR STRATEGIC SERVICES,https://www.mrss.com/privacy-policy/,mrstrategicservices,https://www.mrss.com/privacy-policy/
DATONICS,https://www.datonics.com/privacy/technology-privacy-policy,datonics,https://www.datonics.com/privacy/technology-privacy-policy
IQVIA DIGITAL,https://www.iqvia.com/about-us/privacy-policy,iqviadigital,https://www.iqvia.com/about-us/privacy-policy
EDVISORS NETWORK,https://www.edvisors.com/privacy-policy/,edvisorsnetwork,https://www.edvisors.com/privacy-policy/
ONLINE MEDIA GROUP,https://www.omginc.xyz/privacy,onlinemediagroup,https://www.omginc.xyz/privacy
MADHIVE,https://www.madhive.com/legal/privacy-policy,madhive,https://www.madhive.com/legal/privacy-policy
REIS,https://www.catylist.com/privacy/,reis,https://www.catylist.com/privacy/
DATA PARTNERS,https://www.datapartners.com/privacy-policy,datapartners,https://www.datapartners.com/privacy-policy
TMOBILE USA,https://www.t-mobile.com/privacy-center/our-practices/privacy-policy,tmobileusa,https://www.t-mobile.com/privacy-center/our-practices/privacy-policy
WEALTHX,https://wealthx.com/privacy-policy,wealthx,https://wealthx.com/privacy-policy
FIRST AMERICAN DATA TREE,https://www.firstam.com/privacy-policy/,firstamericandatatree,https://www.firstam.com/privacy-policy/
NEAR NORTH AMERICA,https://www.near.com/cookies,nearnorthamerica,https://www.near.com/cookies
SCANBUY,https://www.scanbuy.com/rights/data,scanbuy,https://www.scanbuy.com/rights/data
CATALIST,https://catalist.us/privacy-policy/,catalist,https://catalist.us/privacy-policy/
RAMPEDUP,https://www.rampedup.io/privacy-policy-1,rampedup,https://www.rampedup.io/privacy-policy-1
BEST PICK REPORTS,https://www.bestpickreports.com/content/privacy-policy,bestpickreports,https://www.bestpickreports.com/content/privacy-policy
CIVIS ANALYTICS,https://www.civisanalytics.com/privacy-policy/,civisanalytics,https://www.civisanalytics.com/privacy-policy/
WARMLY,https://www.warmly.ai/p/privacy-policy,warmly,https://www.warmly.ai/p/privacy-policy
CLAY LABS,https://www.clay.com/privacy,claylabs,https://www.clay.com/privacy
QUADRANT GLOBAL PTE LTD,https://www.quadrant.io/privacy-policy,quadrantglobalpteltd,https://www.quadrant.io/privacy-policy
VENNTEL,https://www.venntel.com/privacy-policy?hsLang=en,venntel,https://www.venntel.com/privacy-policy?hslang=en
VENDELUX,https://www.vendelux.com/privacy/,vendelux,https://www.vendelux.com/privacy/
EQUIMINE,https://www.propstream.com/privacy-policy,equimine,https://www.propstream.com/privacy-policy
NETWISE DATA,https://www.submit-irm.trustarc.eu/services/validation/ba81b98f-997d-4216-b4cc-d64cf261b082,netwisedata,https://www.submit-irm.trustarc.eu/services/validation/ba81b98f-997d-4216-b4cc-d64cf261b082
OUTWARD MEDIA,https://outwardmedia.com/privacypolicy,outwardmedia,https://outwardmedia.com/privacypolicy
VERASET,https://www.veraset.com/privacy-policy,veraset,https://www.veraset.com/privacy-policy
REMODELINGCOM,https://remodeling.com/privacy-policy/,remodelingcom,https://remodeling.com/privacy-policy/
ACCENTURE LLP,https://www.accenture.com/us-en/support/privacy-policy,accenturellp,https://www.accenture.com/us-en/support/privacy-policy
XAD,https://www.groundtruth.com/privacy-policy/,xad,https://www.groundtruth.com/privacy-policy/
ALPHONSO,https://lgads.tv/site-privacy-policy/,alphonso,https://lgads.tv/site-privacy-policy/
CORELOGIC SOLUTIONS,https://www.cotality.com/legal/privacy-policy,corelogicsolutions,https://www.cotality.com/legal/privacy-policy
GRIN TECHNOLOGIES,https://www.grin.co/privacy/,grintechnologies,https://www.grin.co/privacy/
INTELLICORP RECORDS,https://www.intellicorp.net/marketing/Privacy,intellicorprecords,https://www.intellicorp.net/marketing/privacy
PULSEPOINT,https://www.pulsepoint.com/legal/platform-privacy-policy,pulsepoint,https://www.pulsepoint.com/legal/platform-privacy-policy
QWOTED,https://app.qwoted.com/privacy_policy,qwoted,https://app.qwoted.com/privacy_policy
MARKET FORCE,https://www.marketforcecorp.com/privacy-policy/,marketforce,https://www.marketforcecorp.com/privacy-policy/
AUTOMATION RESEARCH,https://info.dataverify.com/privacy,automationresearch,https://info.dataverify.com/privacy
CIC MORTGAGE CREDIT,https://www.ciccredit.com/information-security-policy/,cicmortgagecredit,https://www.ciccredit.com/information-security-policy/
ZOOMINFO TECHNOLOGIES,https://www.zoominfo.com/legal/privacy-policy,zoominfotechnologies,https://www.zoominfo.com/legal/privacy-policy
PEOPLEWHIZ,https://www.peoplewhiz.com/remove-my-info,peoplewhiz,https://www.peoplewhiz.com/remove-my-info
SOVRN,https://www.sovrn.com/privacy-policy/privacy-policy/,sovrn,https://www.sovrn.com/privacy-policy/privacy-policy/
HEARTBEATAI,https://heartbeat.ai/policy,heartbeatai,https://heartbeat.ai/policy
SPEEDEON DATA,https://speedeondata.com/privacy-policy/,speedeondata,https://speedeondata.com/privacy-policy/
INSIGHTBRIDGE,https://www.mylife.com/privacy-policy,insightbridge,https://www.mylife.com/privacy-policy
NEXXEN,https://nexxen.com/privacy-policy/,nexxen,https://nexxen.com/privacy-policy/
DATA DECISIONS GROUP,https://www.datadecisionsgroup.com/privacy-policy/,datadecisionsgroup,https://www.datadecisionsgroup.com/privacy-policy/
HIVESTACK,https://www.hivestack.com/privacy-policy/,hivestack,https://www.hivestack.com/privacy-policy/
SWOOPCOM,https://www.swoop.com/privacy_notice,swoopcom,https://www.swoop.com/privacy_notice
LOTAME SOLUTIONS,https://www.lotame.com/privacy/,lotamesolutions,https://www.lotame.com/privacy/
THE ALESCO GROUP,https://www.alescodata.com/privacy-policy/,thealescogroup,https://www.alescodata.com/privacy-policy/
ALTISOURCE HOLDINGS,https://www.altisource.com/Privacy-Policy,altisourceholdings,https://www.altisource.com/privacy-policy
COMPILE,https://mckessoncompile.com/privacy-notice?hsLang=en,compile,https://mckessoncompile.com/privacy-notice?hslang=en
ONE MODEL,https://www.onemodel.co/privacy-policy,onemodel,https://www.onemodel.co/privacy-policy
NIELSEN MARKETING CLOUD,https://www.nielsen.com/legal/privacy-principles/website-privacy-statement/,nielsenmarketingcloud,https://www.nielsen.com/legal/privacy-principles/website-privacy-statement/
IQ DATA SYSTEMS,https://clients.backgroundsonline.com/policies/privacy,iqdatasystems,https://clients.backgroundsonline.com/policies/privacy
EMAIL MARKETING SERVICES,https://listmatch.com/privacy/privacy.php,emailmarketingservices,https://listmatch.com/privacy/privacy.php
LIST SERVICE DIRECT,https://listservicedirect.com/privacy-policy/,listservicedirect,https://listservicedirect.com/privacy-policy/
SHARETHROUGH,https://privacy-center.sharethrough.com,sharethrough,https://privacy-center.sharethrough.com
CROSSWALK TECHNOLOGIES,https://www.crosswalknyc.com/privacy-policy-1,crosswalktechnologies,https://www.crosswalknyc.com/privacy-policy-1
UPS CAPITAL,https://www.upscapital.com/privacy-notice/,upscapital,https://www.upscapital.com/privacy-notice/
SALUTARY DATA,https://www.salutarydata.com/privacy-policy/,salutarydata,https://www.salutarydata.com/privacy-policy/
NUWBER,https://www.nuwber.com/policy,nuwber,https://www.nuwber.com/policy
THE DATA GROUP,https://www.thedatagroup.com/california-consumer-privacy-act/,thedatagroup,https://www.thedatagroup.com/california-consumer-privacy-act/
CTAM LEADSHARE CORP,https://www.smartmove.us/company/privacy,ctamleadsharecorp,https://www.smartmove.us/company/privacy
RUF STRATEGIC SOLUTIONS,https://www.ruf.com/privacy-center/,rufstrategicsolutions,https://www.ruf.com/privacy-center/
LIGHTBOX PARENT LP,https://www.lightboxre.com/privacy-policy/,lightboxparentlp,https://www.lightboxre.com/privacy-policy/
KNOWLEDGE WORKS,https://www.equifax.com/privacy/,knowledgeworks,https://www.equifax.com/privacy/
RATEGAIN ADARA,https://adara.com/privacy-promise/,rategainadara,https://adara.com/privacy-promise/
CO2 VENTURES,https://oncoreleads.com/privacy-policy/,co2ventures,https://oncoreleads.com/privacy-policy/
STARTIO,https://www.start.io/policy/privacy-policy/,startio,https://www.start.io/policy/privacy-policy/
CAPPEXCOM,https://www.appily.com/privacy-policy,cappexcom,https://www.appily.com/privacy-policy
CRISIL IREVNA US,https://www.crisil.com/en/home/crisil-privacy-notice.html,crisilirevnaus,https://www.crisil.com/en/home/crisil-privacy-notice.html
FREEPEOPLESEARCHCOM,https://www.freepeoplesearch.com/privacy-policy/,freepeoplesearchcom,https://www.freepeoplesearch.com/privacy-policy/
MODIGIE,https://modigie.com/privacy-policy/,modigie,https://modigie.com/privacy-policy/
PRIVCO MEDIA,https://www.privco.com/privacy-policy,privcomedia,https://www.privco.com/privacy-policy
CAPTIFY TECHNOLOGIES,https://www.captifytechnologies.com/privacy-notice/,captifytechnologies,https://www.captifytechnologies.com/privacy-notice/
MARRIOTT INTERNATIONAL,https://www.marriott.com/about/your-privacy-rights.mi,marriottinternational,https://www.marriott.com/about/your-privacy-rights.mi
KNOWER TECH USA,https://knowertech.com/privacy-policy/,knowertechusa,https://knowertech.com/privacy-policy/
INBOUND INSIGHT,https://www.inboundinsight.com/privacy-policy/,inboundinsight,https://www.inboundinsight.com/privacy-policy/
INFUTOR DATA SOLUTIONS,https://infutor.com/privacy-policy,infutordatasolutions,https://infutor.com/privacy-policy
GROWBOTS,https://www.growbots.com/privacy/,growbots,https://www.growbots.com/privacy/
NARVAR,https://www.narvar.com/legal/privacy-policy,narvar,https://www.narvar.com/legal/privacy-policy
CLICKAGY,https://www.clickagy.com/privacy/,clickagy,https://www.clickagy.com/privacy/
DISCO TECHNOLOGY,https://www.disconetwork.com/privacy-policy,discotechnology,https://www.disconetwork.com/privacy-policy
ENFORMION,https://www.enformion.com/privacy-policy/,enformion,https://www.enformion.com/privacy-policy/
PAEDAE,https://www.infillion.com/legal/privacy-policy/,paedae,https://www.infillion.com/legal/privacy-policy/
KLOUDEND,https://www.ipapi.co/privacy/,kloudend,https://www.ipapi.co/privacy/
GETEMAILS,https://www.retention.com/article-update-privacy-policy,getemails,https://www.retention.com/article-update-privacy-policy
NFOCUS CONSULTING,https://www.n-focus.com/privacy-policy/,nfocusconsulting,https://www.n-focus.com/privacy-policy/
ELECTRONIC VOICE SERVICES,https://www.evs7.com/privacy-policy,electronicvoiceservices,https://www.evs7.com/privacy-policy
RESONATE,https://www.resonate.com/privacy-policy,resonate,https://www.resonate.com/privacy-policy
SOURCEIT TECHNOLOGIES,https://www.sourceitmarketing.com/privacy-policy/,sourceittechnologies,https://www.sourceitmarketing.com/privacy-policy/
SEMASIO GMBH,https://www.semasio.com/legal/semasio-privacy-policy,semasiogmbh,https://www.semasio.com/legal/semasio-privacy-policy
TERMINUS SOFTWARE,https://terminus.com/privacy-policy/,terminussoftware,https://terminus.com/privacy-policy/
QUALITY PLANNING,https://www.verisk.com/privacy-policies/,qualityplanning,https://www.verisk.com/privacy-policies/
COMMAND PRECISION,https://www.persistent.id/privacy-policy,commandprecision,https://www.persistent.id/privacy-policy
NATIONAL DATA ANALYTICS,https://www.publicdatacheck.com/help-center/privacy,nationaldataanalytics,https://www.publicdatacheck.com/help-center/privacy
SAFEGRAPH,https://www.safegraph.com/privacy-policy,safegraph,https://www.safegraph.com/privacy-policy
TUNNL,https://www.tunnldata.com/privacy-policy,tunnl,https://www.tunnldata.com/privacy-policy
FIFTY TECHNOLOGY LTD,https://www.fifty.io/privacy-policy,fiftytechnologyltd,https://www.fifty.io/privacy-policy
LEADSPACE,https://www.leadspace.com/privacy-notice/,leadspace,https://www.leadspace.com/privacy-notice/
ASTORIA COMPANY MARKETING,https://www.astoriacompany.com/privacy-policy/,astoriacompanymarketing,https://www.astoriacompany.com/privacy-policy/
FANSPOKO,https://www.fantasysportsknockout.com/info/privacy-policy/,fanspoko,https://www.fantasysportsknockout.com/info/privacy-policy/
COMPLETE MAILING LISTS,https://www.completemailinglists.com/privacy-policy,completemailinglists,https://www.completemailinglists.com/privacy-policy
TRUE BLUE ANALYTICS,https://www.trueblueanalytics.org/privacy-policy,trueblueanalytics,https://www.trueblueanalytics.org/privacy-policy
REALEFLOW,https://cdn.realeflow.com/privacy-policy.pdf,realeflow,https://cdn.realeflow.com/privacy-policy.pdf
DSTILLERY,https://www.dstillery.com/privacy-policy/,dstillery,https://www.dstillery.com/privacy-policy/
TRUTH NOW,https://www.checksecrets.com/privacy.,truthnow,https://www.checksecrets.com/privacy.
