Domain,Emails,Company Name,Privacy Policy URL,Credit Bureau,Phone Numbers,Address,Health,Company Legal Name,Company Domain,Company Domain Aliases,Company Url,Company Site Phone Numbers,Company Site Email Addresses,Company Category Sector,Company Category Industry Group,Company Category Industry,Company Category Sub Industry,Company Category Sic Code,Company Category Naics Code,Company Tags,Company Description,Company Founded Year,Company Location,Company Time Zone,Company Utc Offset,Company Geo Street Number,Company Geo Street Name,Company Geo Sub Premise,Company Geo City,Company Geo Postal Code,Company Geo State,Company Geo State Code,Company Geo Country,Company Geo Country Code,Company Geo Lat,Company Geo Lng,Company Logo,Company Facebook Handle,Company Linkedin Handle,Company Twitter Handle,Company Twitter Id,Company Twitter Bio,Company Twitter Followers,Company Twitter Following,Company Twitter Location,Company Twitter Site,Company Twitter Avatar,Company Crunchbase Handle,Company Type,Company Ticker,Company Identifiers Us Ein,Company Phone,Company Metrics Alexa Us Rank,Company Metrics Alexa Global Rank,Company Metrics Employees,Company Metrics Employees Range,Company Metrics Market Cap,Company Metrics Raised,Company Metrics Annual Revenue,Company Metrics Estimated Annual Revenue,Company Metrics Fiscal Year End,Company Tech,Company Parent Domain,YDR URL
"leadloft.com","privacy@leadloft.com;hello@leadloft.com;privacy@leadloft.com","LeadLoft","","","","4712 Admiralty Way #1116, Marina Del Rey, CA 90292, USA","","LeadLoft Inc","leadloft.com","leadloft.net,leadloft.io","","","privacy@leadloft.com,hello@leadloft.com","Information Technology","Software & Services","Internet Software & Services","Internet Software & Services","48","51","Information Technology & Services","LeadLoft puts you in touch with new customers and investors. With LeadLoft, you can increase sales, raise capital, and scale growth simultaneously.","2019","4712 Admiralty Way #1116, Marina Del Rey, CA 90292, USA","America/Los_Angeles","-7","4712","Admiralty Way","1116","Marina del Rey","90292","California","CA","United States","US","33.9792776","-118.4382919","https://logo.clearbit.com/leadloft.com","","company/leadloft","UseLeadLoft","1.14E+18","LeadLoft puts your sales team on autopilot with modern and scalable sales enablement and lead generation software that grows with you.","2","0","Los Angeles, CA","https://t.co/IHx6K0YVaI","https://pbs.twimg.com/profile_images/1214350186836717571/PW3Gogwr_normal.png","","private","","","","158228","583939","5","1-10","","","","$0-$1M","","google_apps,sendgrid,google_tag_manager,twitter_button,heap,facebook_advertiser,google_analytics,conversio","","https://yourdigitalrights.org/d/leadloft.com","33.9792776,-118.4382919"
"leadmemedia.com","CCPA@LeadMeMedia.com;info@LeadMeMedia.com","Lead Me Media","","","+1 561-567-9700,+1 561-423-7890","1166 W Newport Center Dr #112, Deerfield Beach, FL 33442, USA","","","leadmemedia.com","","","+1 561-567-9700,+1 561-423-7890","info@LeadMeMedia.com","Information Technology","Software & Services","Internet Software & Services","Internet Software & Services","48","51","Information Technology & Services,Technology,Marketing & Advertising,SAAS,B2B","DATA * DELIVERY * DISPLAY","2008","1166 W Newport Center Dr #112, Deerfield Beach, FL 33442, USA","America/New_York","-4","1166","West Newport Center Drive","112","Deerfield Beach","33442","Florida","FL","United States","US","26.3019582","-80.1246409","https://logo.clearbit.com/leadmemedia.com","leadmemedia","company/lead-me-media","LeadMeMedia","34413152","For more info Email us at Tweet@leadmemedia.com or call us (561)567-9756.","313","1407","Email Marketing","http://t.co/T7N98CHF10","https://pbs.twimg.com/profile_images/1146500798081306624/REd2ewnZ_normal.png","","private","","","","167060","1183381","45","11-50","","","","$1M-$10M","","godaddy_nameserver,microsoft_exchange_online,outlook,microsoft_office_365,google_maps,apache,quickbooks,apache_http_server,hootsuite,salesforce","","https://yourdigitalrights.org/d/leadmemedia.com","26.3019582,-80.1246409"
"leadpost.com","contact@leadpost.com;contact@leadpost.com;mydata@LeadPost.com;delete_mydata@LeadPost.com;dontstore_mydata@LeadPost.com;dontsell_mydata@LeadPost.com;20contact@leadpost.com","LeadPost","","","+1 800-222-4545,+1 866-456-6674","4220 Duncan Ave #201, St. Louis, MO 63110, USA","","LeadPost LLC","leadpost.com","","","+1 800-222-4545,+1 866-456-6674","contact@leadpost.com,mydata@LeadPost.com,delete_mydata@LeadPost.com,dontstore_mydata@LeadPost.com,dontsell_mydata@LeadPost.com,20contact@leadpost.com","","","","","","","","LeadPost will not only identify up to 40% of your website anonymous visitors, but also let you market to them on our multichannel platform.","","4220 Duncan Ave #201, St. Louis, MO 63110, USA","America/Chicago","-5","4220","Duncan Avenue","#201","St. Louis","63110","Missouri","MO","United States","US","38.6344223","-90.250328","https://logo.clearbit.com/leadpost.com","","","","","","","","","","","","private","","","","","1864847","","","","","","","","google_apps,godaddy_nameserver,wordpress,nginx,google_cloud,hubspot,piwik,google_analytics,google_tag_manager","","https://yourdigitalrights.org/d/leadpost.com","38.6344223,-90.250328"
"leadsmarket.com","legal@leadsmarket.com;hr@leadsmarket.com;support@leadsmarket.com","LeadsMarket.com","","","+1 888-666-7058,+1 725-977-9700,+1 916-445-1254,+1 800-952-5210","16161 Ventura Blvd c717, Encino, CA 91436, USA","","LeadsMarket.com LLC","leadsmarket.com","callmarketplace.com","","+1 888-666-7058,+1 725-977-9700,+1 916-445-1254,+1 800-952-5210","hr@leadsmarket.com,support@leadsmarket.com","Information Technology","Software & Services","Internet Software & Services","Internet","87","54","Internet,Marketplace,B2B,B2C","Best performing pay per lead publisher program in the industry. Get paid weekly. Publishers get website templates, email creative, banner ads, drag and drop forms, and full support.","2011","16161 Ventura Blvd c717, Encino, CA 91436, USA","America/Los_Angeles","-7","16161","Ventura Boulevard","c717","Los Angeles","91436","California","CA","United States","US","34.1569339","-118.4855295","https://logo.clearbit.com/leadsmarket.com","204649829548736","company/leadsmarket-com","leadsmarketcom","255333331","LeadsMarket is a Pay Per Lead Marketplace for Consumer Loans.","1967","287","Los Angeles, California","https://t.co/oB3QGgSlU6","https://pbs.twimg.com/profile_images/1374213551808786434/3qYt2Tl__normal.jpg","organization/leadsmarket","private","","","","131160","241539","75","51-250","","","","$10M-$50M","","google_apps,namecheap_dns,mailchimp,sendgrid,microsoft_office_365,recaptcha,mandrill,google_tag_manager,vimeo,fullstory,google_analytics,conversio,quickbooks,apache_tomcat,atlassian_jira,rubicon_project,appnexus,salesforce,microsoft_project,github,pentaho,microsoft_power_bi,mongodb,oracle_weblogic,pubmatic,hive,apache_hadoop,postgresql,sybase,mysql","","https://yourdigitalrights.org/d/leadsmarket.com","34.1569339,-118.4855295"
"leadspace.com","info@leadspace.com;info@leadspace.com;compliance_privacy@leadspace.com","Leadspace","","","+1 855-532-3772,+972 9-966-2195","47 Kearny St #600, San Francisco, CA 94108-5525, US","","Leadspace Ltd","leadspace.com","data-essence.com,reachforce.com,leadspace-s.com","","+1 855-532-3772,+972 9-966-2195","info@leadspace.com,compliance_privacy@leadspace.com","Information Technology","Software & Services","Internet Software & Services","Internet Software & Services","48","51","Information Technology & Services,Technology,SAAS,B2B,Enterprise","Leadspace CDP gives B2B Sales & Marketing the ability to focus on growing revenue faster personalized engagement, instead of spending time managing data.","2007","47 Kearny St #600, San Francisco, CA 94108-5525, US","America/Los_Angeles","-7","47","Kearny St","600","San Francisco","94108","California","CA","United States","US","37.78852","-122.40368","https://logo.clearbit.com/leadspace.com","230952250262903","company/leadspace-","Leadspace","177487557","The leading Customer Data Platform for B2B Sales & Marketing. We drive customer-obsession and personalized engagement using Data + AI + Intent.","2644","2689","San Francisco, CA","https://t.co/6NEWI0e8TV","https://pbs.twimg.com/profile_images/1133277170011389953/BEY0FNlh_normal.png","organization/leadspace","private","","","","58015","149287","150","51-250","","107000000","","$10M-$50M","","google_apps,pardot,dns_made_easy,typekit_by_adobe,zendesk,marketo,wordpress,vimeo,salesforce,apache,google_maps,go_squared,facebook_advertiser,google_analytics,conversio,google_tag_manager,quickbooks,gitlab,apache_tomcat,atlassian_jira,bluekai,rubicon_project,microsoft_dynamics,appnexus,apache_kafka,aws_redshift,hbase,netsuite,aws_dynamodb,apache_http_server,github,qlikview,apache_maven,apache_cassandra,openx,apache_spark,iponweb_bidswitch,mongodb,couchbase,ibm_websphere,mediamath,dstillery,aggregate_knowledge,pubmatic,turn,hive,apache_hadoop,oracle_crm,factset,postgresql,aws_iam,mysql,oracle_hyperion,dropbox","","https://yourdigitalrights.org/d/leadspace.com","37.78852,-122.40368"
"leadzod.com","Privacy@leadzod.com","Mediazod LLC","","","","3418 Stocktie Road, Charlotte NC, 28210, USA","","","leadzod.com","","","+1 843-879-3301","sharon@leadzod.com","Industrials","Commercial & Professional Services","Professional Services","Consulting","87","54","Marketing,Consulting,Professional Services,Agency,B2B,SAAS","LeadZod.com is an Intent Based Lead Generation & Media Buying Agency operating under the umbrella of MediaZod LLC. Our team brings over two decades of experience to our clients. By working with us direct, advertisers and agencies have a distinct advant...","2014","","","","","","","","","","","","","","","https://logo.clearbit.com/leadzod.com","","company/leadzod-com","","","","","","","","","","private","","","+1 843-879-3301","","5447484","5","1-10","","","","$0-$1M","","sentry,wix,google_apps","","https://yourdigitalrights.org/d/leadzod.com","undefined"
"left-click.com","info@left-click.com","Left Click","","","","1263 First Street Southeast, 217, Washington, DC 20003, United States","","","left-click.com","","","","","Information Technology","Software & Services","Internet Software & Services","Internet Software & Services","48","51","Information Technology & Services,Technology,IT Management,Software Development,Digital Marketing,Data & Analytics,Consulting,E-commerce Solutions,Mobile App Development,UI/UX Design,B2C","LeftClick is a community of change makers who use one click every day to shape policy, build bridges, and break down walls. They leverage the power of your click by taking action today. They focus on addressing issues such as gun violence and aim to ma...","","1263 First St SE #217, Washington, DC 20003, USA","America/New_York","-5","1263","First Street Southeast","217","Washington","20003","District of Columbia","DC","United States","US","38.8751954","-77.0062529","https://logo.clearbit.com/left-click.com","","","","","","","","","","","","private","","","","","","","","","","","","","microsoft_office_365,wordpress,microsoft_exchange_online,godaddy_nameserver,cloud_flare,action_network","","https://yourdigitalrights.org/d/left-click.com","38.8751954,-77.0062529"
"legalleads.com","privacy@legalleads.com","Legal Leads","http://legalleads.com/legal-leads-privacy-statement/10-privacy-statement-and-terms-of-use.html","","","SunTrust Financial Centre, 401 E Jackson St, Tampa, FL 33602, USA","","","legalleads.com","","","","","Industrials","Commercial & Professional Services","Professional Services","Consulting","73","54","Consulting & Professional Services,Marketing & Advertising,SAAS,B2B","Legal Leads legalleads.com is a premier internet and social media marketing  platform and service delivering real time legal leads and internet marketing services to law firms, attorneys and lawyers nationwide. ","1971","SunTrust Financial Centre, 401 E Jackson St, Tampa, FL 33602, USA","America/New_York","-4","401","East Jackson Street","","Tampa","33602","Florida","FL","United States","US","27.9467609","-82.4562776","https://logo.clearbit.com/legalleads.com","legalleads","company/legalleads","Legal_Leads_Com","8.11E+17","Official twitter page for the real https://t.co/7DVLUNCG4h","39","307","Tampa, FL","https://t.co/7DVLUNCG4h","https://pbs.twimg.com/profile_images/811402594971222016/SW3KUVjo_normal.jpg","","private","","","","","4046755","5","1-10","","","","$0-$1M","","google_apps,joomla,nginx,google_cloud,shopify","","https://yourdigitalrights.org/d/legalleads.com","27.9467609,-82.4562776"
"lexisnexis.com","legalnotices@lexisnexis.com;legal.compliance@risk.lexisnexis.com","LexisNexis","https://www.lexisnexis.com/en-us/privacy/default.page","","+1 212-309-5467;+1 937-865-1211","New York, NY 10017, USA","","RELX Inc.","lexisnexis.com","lexisnexis.fi,lexisnexis.com.br,lexisweb.com,lexis-nexis.com,nexisuni.com,reedbusiness.com,idex.com,worldcompliance.com,lexisnexis.lu,emailage.com,idanalytics.com,threatmetrix.com,coplogic.com,reedbusiness.nl,nexis.com,statenet.com,lexis.com,lexisnexisrisk.com,iyetek.com,lexisnexis.cm,lexisnexis.com.co,lexisnexis.jobs,choicepoint.net,lexissecuritiesmosaic.com,threatmetrix.eu,lexisnexis.ae,digitalidentityguide.com,lexisnexis.pl,lexisnexis.om,consumerdisclosure.com,lexisnexis.eu,emailageconnect.com,lexissmartforms.co.uk,tolleytaxtutor.co.uk,lexiscalculate.co.uk,totalpatentone.com","","+1 937-865-1211","legalnotices@lexisnexis.com","Industrials","Commercial & Professional Services","Professional Services","Consulting","73","51","Consulting & Professional Services,Information Technology & Services,SAAS,B2B,Enterprise","LexisNexis is a leading global provider of legal, regulatory & business info & analytics. Get 24/7 help at https://t.co/CMPkdNEm6A or 800-543-6862","1970","New York, NY 10017, USA","America/New_York","-4","","","","New York","10017","New York","NY","United States","US","40.7519846","-73.9697795","https://logo.clearbit.com/lexisnexis.com","lexiscommunities","company/lexisnexis","LexisNexis","19084210","LexisNexis is a leading global provider of legal, regulatory & business info & analytics. Get 24/7 help at https://t.co/CMPkdNEm6A or 800-543-6862","59040","11218","New York, NY","https://t.co/RSgalJQ7zJ","https://pbs.twimg.com/profile_images/1158763422080798721/h08Fbx1z_normal.png","organization/lexisnexis","private","","521471842","+1 212-309-5467","2012","8326","9000","5K-10K","","30000000","","","","pardot,microsoft_exchange_online,outlook,microsoft_office_365,asp_net,mandrill,google_tag_manager,bing_advertiser,triblio,facebook_advertiser,google_analytics,conversio,successfactors,talend,drupal_commerce,oracle_peoplesoft,salesforce,dell_boomi_atomsphere,gigya,sage_50cloud,quickbooks,webmethods,gitlab,sap_hana,matomo,oracle_data_integrator,informatica,peoplesoft_sales,db2,apache_tomcat,alteryx,tibco_rendezvous,atlassian_jira,bluekai,rubicon_project,microsoft_teams,microsoft_dynamics,saleslogix,workday,information_builders,gotomeeting,windows_server,filemaker_pro,oracle_application_server,appnexus,netsuite,basecamp,teradata,microsoft_project,kronos,apache_kafka,aws_redshift,hbase,sailpoint,goldengate,ibm_infosphere_datastage,yext,oracle_endeca,rabbitmq,oracle_fusion,aws_lambda,ncr_retail,splunk,oracle_commerce_cloud,paychex,apache_spark,sap_sales_order_management,qliktech,ibm_cognos,tibco_ems,oracle_business_intelligence,aws_dynamodb,podio,apache_http_server,sage_crm,github,atlassian_crucible,hootsuite,qlikview,oracle_cash_and_treasury_management,clearslide,pentaho,google_search_appliance,sap_concur,neo4j,apache_maven,sap_crm,netsuite_crm,apache_cassandra,openx,jaspersoft,ibm_websphere,microsoft_power_bi,sap_business_objects,ibm_lotus_notes,ibm_infosphere,hp_servers,microsoft_sql_server,iponweb_bidswitch,mongodb,twilio,cision,pagerduty,couchbase,oracle_hyperion,rsa_securid,oracle_weblogic,sas_data_integration,oracle_essbase,mediamath,okta,dstillery,pivotal_tracker,aggregate_knowledge,pubmatic,turn,sap_human_capital_management,sap_crystal_reports,soasta,hive,sugarcrm,oracle_crm,atlassian_fisheye,adp,microstrategy,goldmine,apache_hadoop,adobe_marketing_cloud,vmware_server,cyberark,sage_intacct,tibco_spotfire,sitecore,aws_cloudwatch,couchdb,factset,peoplesoft_crm,postgresql,zoho_crm,cloudera,sybase,sas_enterprise,oracle_human_resources,smartsheet,flexera_software,trello,mysql,ibm_lotus_domino,dropbox,apache_storm","relx.com","https://yourdigitalrights.org/d/lexisnexis.com","40.7519846,-73.9697795"
"libertydata.net","support@libertydata.net","Liberty Data","http://www.libertydata.net/privacypolicy.asp","","+1 800-299-8280","PO Box 353159, Palm Coast, FL 32135-3159, US","","Liberty Data Inc","libertydata.net","","","+1 800-299-8280","support@libertydata.net","Information Technology","Software & Services","Internet Software & Services","Internet Software & Services","48","51","Information Technology & Services,Technology,B2B,SAAS","A leading provider of customer and business information to collectors, bankers, corporate, federal, state and local law enforcement investigators","2007","PO Box 353159, Palm Coast, FL 32135-3159, US","America/New_York","-4","353159","PO Box","","Palm Coast","32135","Florida","FL","United States","US","29.55331","-81.23017","https://logo.clearbit.com/libertydata.net","","company/liberty-data-inc","LIBERTYData","100008148","Leading provider of customer and business information to collectors, bankers, corporate, federal, state and local law enforcement investigators.","33","20","Puerto Rico","http://t.co/nJIbbs80KE","https://pbs.twimg.com/profile_images/807538979/LD-Logo_normal.jpg","","private","","","","","4408429","30","11-50","","","","$1M-$10M","","asp_net,google_analytics","","https://yourdigitalrights.org/d/libertydata.net","29.55331,-81.23017"
"lifesight.io","privacy@lifesight.io","Lifesight LLC","","","","594 BROADWAY, SUITE 701, New York City, NY 10012, United States","","","lifesight.io","lifesight.tech,getmoda.io,lifesight.info","","","","Industrials","Commercial & Professional Services","Professional Services","Professional Services","73","56","Information Technology & Services,Telemarketing,Call Center,Business Management and Planning,Technology,B2B,SAAS,Enterprise","Lifesight empowers marketers with actionable data and AI driven insights, ensuring smarter decisions, improved ROI, with a seamless understanding of customer journeys. Trusted Leader in Customer Intelligence for Brands & Enterprises. Our unified market...","2017","140 Robinson Rd, 17 The Corporate Office, Singapore 068907","Asia/Singapore","8","140","Robinson Road","17","Singapore","68907","","","Singapore","SG","1.2784458","103.848261","https://logo.clearbit.com/lifesight.io","","company/lifesight","lifesightdotio","969138288530407424","Trusted Leader in Customer Intelligence for Brands & Enterprises.","162","356","Singapore","https://t.co/WjK7sh5Asa","https://pbs.twimg.com/profile_images/1539212877776625664/wf2ZkM5G_normal.png","","private","","","","","360111","110","51-250","","2000000","","$10M-$50M","","google_tag_manager,mixpanel,piwik,intercom,facebook_advertiser,bing_advertiser,hubspot,google_apps,oracle_endeca,apache_tomcat,apache_spark,salesforce,teradata,postgresql,mysql,hive,apache_cassandra","","https://yourdigitalrights.org/d/lifesight.io","1.2784458,103.848261"
"liftengine.com","emailprivacy@liftbasedata.com","LiftEngine","","","","1 Blue Hill Plaza, Pearl River, NY 10965, USA","","","liftengine.com","portallink.com","","","","Consumer Discretionary","Media","Media","Advertising","73","54","Marketing & Advertising,B2B","For more than ten years our mission has been laser-focused: help clients understand and connect with their most responsive prospects and customers. Online and offline, over 400 companies choose LiftEngine to connect them with their perfect audiences.","2005","1 Blue Hill Plaza, Pearl River, NY 10965, USA","America/New_York","-4","1","Blue Hill Plaza","","Pearl River","10965","New York","NY","United States","US","41.0486631","-74.0067845","https://logo.clearbit.com/liftengine.com","liftengine","company/liftengine","LiftEngine","596811560","Connect With Your Perfect Audience","42","45","Pearl River, NY","http://t.co/MCHvVDtbK7","https://pbs.twimg.com/profile_images/595233878626930688/MXjWwzzN_normal.png","","private","","","","","2009368","30","11-50","","","","$1M-$10M","","typekit_by_adobe,microsoft_exchange_online,mailchimp,facebook_advertiser,outlook,microsoft_office_365,squarespace,robly,google_analytics,mandrill,db2,bluekai,rubicon_project,facebook_conversion_tracking,appnexus,hootsuite,openx,twilio,sas_data_integration,mediamath,pubmatic,turn,sap_business_objects,mysql","","https://yourdigitalrights.org/d/liftengine.com","41.0486631,-74.0067845"
"lighthouselist.com","matt@lighthouselist.com;privacy@lighthouselist.com","Lighthouse List Co","","","+1 954-489-3008;+1 800-684-2180,+1 888-382-1222","27 SE 24th Ave, Pompano Beach, FL 33062, USA","","Lighthouse List Company LLC","lighthouselist.com","","","+1 800-684-2180,+1 888-382-1222","privacy@lighthouselist.com","Consumer Discretionary","Media","Media","Advertising","73","42","Marketing & Advertising,B2B,SAAS","Access consumer and business data in the US and beyond for direct mail, 
  email, telemarketing, digital, over-the-top and connected devices. Find out 
  more.","1994","27 SE 24th Ave, Pompano Beach, FL 33062, USA","America/New_York","-4","27","Southeast 24th Avenue","","Pompano Beach","33062","Florida","FL","United States","US","26.2304294","-80.100262","https://logo.clearbit.com/lighthouselist.com","lighthouselistco","company/lighthouse-list-company","LighthouseList","242386149","Lighthouse List is a full interactive marketing agency. Contact us today to maximize and drive results for your next campaign!","105","4","Pompano Beach, FL","http://t.co/QnwuLBBR88","https://pbs.twimg.com/profile_images/1224636234/50413_106775872686264_6951_n_normal.jpg","","private","","331125193","+1 954-489-3008","","3380927","20","11-50","","","","$1M-$10M","","typekit_by_adobe,google_analytics,google_tag_manager,facebook_advertiser,squarespace,adroll,salesforce,mysql","","https://yourdigitalrights.org/d/lighthouselist.com","26.2304294,-80.100262"
"limeleads.com","privacy@limeleads.com","LimeLeads","","","","113 Cherry St, Seattle, WA 98104, USA","","Intella Inc","limeleads.com","limeleads.co","","","","Information Technology","Software & Services","Internet Software & Services","Internet Software & Services","48","51","Information Technology & Services,Technology,SAAS,B2B","Find the right leads in minutes. Create and preview unlimited targeted searches and get instant access to contacts anytime you need it.","2014","113 Cherry St, Seattle, WA 98104, USA","America/Los_Angeles","-7","113","Cherry Street","","Seattle","98104","Washington","WA","United States","US","47.6026593","-122.3333326","","","company/limeleads","LimeLeads","2889514844","Target the Right Leads in Minutes | Build & Preview Searches of #B2B Leads for Free | Cold emailing? Checkout our free series: https://t.co/JvE8ZtT48d","1424","1312","Washington, USA","https://t.co/NuYRkH9VjL","https://pbs.twimg.com/profile_images/1143477630336786432/rOOfgROv_normal.png","organization/limeleads","private","","","","99727","240951","6","1-10","","","","$1M-$10M","","google_apps,cloud_flare,mailchimp,wordpress,intercom,vimeo,google_analytics,mailgun,hubspot,piwik,rubicon_project,statcounter,appnexus,openx,pubmatic,salesforce","","https://yourdigitalrights.org/d/limeleads.com","47.6026593,-122.3333326"
"lionsharemarketing.com","saradykes@lionsharemarketing.com","LionShare Marketing Inc. ","www.lionsharemarketing.com/privacy-policy/","","913-631-8400","7830 Barton Ave, Lenexa KS, 66214, USA","","LionShare Inc","lionsharemarketing.com","lionsharemarketinginc.com","","+1 800-928-0712,+1 913-631-8400","info@lionsharemarketing.com,webmaster@lionsharemarketing.com","Industrials","Commercial & Professional Services","Professional Services","Consulting","87","54","Marketing,Consulting,Professional Services,Agency,Information Technology & Services,Technology,Health Care,B2B,SAAS","LionShare Marketing, Inc is a healthcare marketing services provider that helps organizations grow market share through data-driven insights and automated campaigns.","1995","7830 Barton St, Overland Park, KS 66214, USA","America/Chicago","-6","7830","Barton Street","","Overland Park","66214","Kansas","KS","United States","US","38.9871567","-94.7163555","https://logo.clearbit.com/lionsharemarketing.com","lionshareinc","company/lionshareinc","LionShareInc","434649856","Specializing in healthcare CRM and marketing automation. We know the territory.","326","390","Kansas City","https://t.co/jQLbaKJISL","https://pbs.twimg.com/profile_images/911266564804034560/ZLFb3zhY_normal.jpg","","private","","","+1 800-928-0712","","3736761","45","11-50","","","","$1M-$10M","","add_to_any,apache,google_adwords,google_maps,microsoft_exchange_online,outlook,recaptcha,typekit_by_adobe,wordpress,youtube,microsoft_office_365,google_charts,conversio,google_analytics,google_tag_manager,basecamp,alteryx,qlikview,salesforce,quickbooks,callrail,gotomeeting,microsoft_power_bi,atlassian_jira","","https://yourdigitalrights.org/d/lionsharemarketing.com","38.9871567,-94.7163555"
"listmatch.co","dataprivacy@listmatch.com","Email Marketing Services INC","www.listmatch.com/privacy/","","","1910 South Highland Ave Suite 280, Lombard IL, 60148, USA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://yourdigitalrights.org/d/listmatch.co","undefined"
"listmatch.com","dataprivacy@listmatch.com","ListMatch","","","+1 888-757-2614","","","","listmatch.com","","","+1 888-757-2614","","","","","","","","","Consumer and Business Lists for Marketing","","","","","","","","","","","","","","","","https://logo.clearbit.com/listmatch.com","","","list_match","1426469101","Consumer and Business Lists for Marketing","2","0","","http://t.co/IPywQTurQD","https://pbs.twimg.com/profile_images/378800000443932889/0e4f3018ea372314cea279d99a19e470_normal.jpeg","","private","","","+1 888-757-2614","","6453442","","","","","","","","zopim,google_analytics,apache","","https://yourdigitalrights.org/d/listmatch.com","undefined"
"lists-inc.com","info@lists-inc.com","Listings, Information, Systems and Tabulation Services, Inc","","","","1820 State Road 13 #12, St Johns, FL 32259, United States","","","lists-inc.com","","","+1 904-733-6106,+1 800-805-5478,+1 904-730-7540","info@lists-inc.com","Consumer Discretionary","Media","Media","Advertising","73","54","Advertising,Advertising Management,Professional Services,E-commerce,General Merchandise,Agency,Marketing & Advertising,B2C,B2B","Lists Inc is a leader in healthcare, medical, and consumer direct marketing. They have been an industry leader in the healthcare and medical data field since 1989, with currently over 9 million records on file. Lists Inc provides a wide range of servic...","1987","2950 Halcyon Ln #401, Jacksonville, FL 32223, USA","America/New_York","-5","2950","Halcyon Lane","401","Jacksonville","32223","Florida","FL","United States","US","30.1787654","-81.6305331","https://logo.clearbit.com/lists-inc.com","listsinc","company/lists","","","","","","","","","","private","","","+1 904-733-6106","","9556557","5","1-10","","","","$0-$1M","","wordpress,google_apps,godaddy_nameserver,google_analytics,google_tag_manager,appnexus,apache_http_server,dstillery,mediamath,pubmatic,rubicon_project,salesforce,bluekai","","https://yourdigitalrights.org/d/lists-inc.com","30.1787654,-81.6305331"
"listservicedirect.com","spalilla@listservicedirect.com","List Service Direct Inc.","","","","1983 Marcus Avenue - Suite 220, 220, New Hyde Park, NY 11042, United States","","","listservicedirect.com","","","+1 201-585-1447,+1 800-371-5487,+1 201-585-1732,+1 800-955-3724","info@listservicedirect.com,INFO@LISTSERVICEDIRECT.COM","Consumer Discretionary","Media","Media","Advertising","73","54","Advertising,Advertising Management,Professional Services,E-commerce,General Merchandise,Agency,Marketing & Advertising,B2C,Marketplace,B2B","ListServiceDirect, Inc. is a Full Range List Services Firm providing Qualified Names for All Your Prospecting Needs. LSDI is the Premier Source of Traditional Consumer and Business Mailing Lists, Lifestyle Change Mailing Lists, List Brokerage, List Man...","","2 Christie Heights St, Leonia, NJ 07605, USA","America/New_York","-5","2","Christie Heights Street","","Leonia","7605","New Jersey","NJ","United States","US","40.869231","-73.9893249","https://logo.clearbit.com/listservicedirect.com","listservicedirect","company/list-service-direct","listserviceINC","2475062040","List Service Direct Inc Corporation the first call for informed marketers, list brokers, researchers, and sales professionals.","4768","637","Leonia, New Jersey 07605","http://t.co/97CleMFIOJ","https://pbs.twimg.com/profile_images/524204490191167490/DywV3u33_normal.png","","private","","223434008","+1 201-585-1447","","6708194","10","1-10","","","","$1M-$10M","","apache,godaddy_nameserver,microsoft_exchange_online,recaptcha,wordpress,microsoft_office_365,go_squared,apache_http_server","","https://yourdigitalrights.org/d/listservicedirect.com","40.869231,-73.9893249"
"listsonline.com","privacyofficer@listsonline.com","listsOnline","","","","1942 Broadway #314, Boulder, CO 80302, USA","","","listsonline.com","","","","","Information Technology","Software & Services","Internet Software & Services","Internet Software & Services","73","54","Technology,Information Technology & Services,Marketing & Advertising,B2B,SAAS","","2010","1942 Broadway #314, Boulder, CO 80302, USA","America/Denver","-6","1942","Broadway","314","Boulder","80302","Colorado","CO","United States","US","40.019001","-105.281356","","","company/listsonline","","","","","","","","","","private","","","","","7360279","5","1-10","","","","$0-$1M","","google_apps","","https://yourdigitalrights.org/d/listsonline.com","40.019001,-105.281356"
"littlebrookmedia.com","info@littlebrookmedia.com;legal@littlebrookmedia.com;mattb@littlebrookmedia.com;info@littlebrookmedia.com","Little Brook Media","","","+1 866-266-5309,+1 845-639-5053","8 Jade St, New City, NY 10956, USA","","","littlebrookmedia.com","","","+1 866-266-5309,+1 845-639-5053","legal@littlebrookmedia.com,mattb@littlebrookmedia.com,info@littlebrookmedia.com","Information Technology","Software & Services","Internet Software & Services","Internet Software & Services","48","51","Information Technology & Services,Technology,B2B,SAAS","","","8 Jade St, New City, NY 10956, USA","America/New_York","-4","8","Jade Street","","New City","10956","New York","NY","United States","US","41.121199","-74.0147952","","","company/little-brook-media","","","","","","","","","","private","","","","","6160078","5","1-10","","","","$0-$1M","","google_apps,godaddy_nameserver,twitter_badge,apache","","https://yourdigitalrights.org/d/littlebrookmedia.com","41.121199,-74.0147952"
